sequenceID	locus_numeric_id	ehbv-element-stem	host_species	host_class	host_superorder	major_clade	middle_clade	minor_clade	host_order	host_family	host_genus	target_version	target_name	scaffold	orientation	extract_start	extract_end	sequence_length	locus_name	virus_genus	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches
ehbv-avi.38-Serinus_canaria	38	ehbv-avi.38	Serinus_canaria	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Fringillidae	Serinus	ncbi_100	9135_ref_SCA1_chrUn.fa	gi|668343290|ref|NW_007931191.1|	+	781018	781380	363	avi.38-passeriformes	Avihepadnavirus	1	126	1	363	127	112	55.118	2.08	35	4	0
ehbv-avi.39-Ara_macao	39	ehbv-avi.39	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE064505.1	+	2331	2993	663	avi.39-psittaciformes	Avihepadnavirus	22	113	67	342	92	189	100	9.25	65	0	0
ehbv-avi.39-Guaruba_guarouba	39	ehbv-avi.39	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010010292.1	+	5717	6310	594	avi.39-psittaciformes	Avihepadnavirus	23	113	1	273	91	183	97.802	1	62	0	0
ehbv-avi.39-Pionus_senilis	39	ehbv-avi.39	Pionus_senilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Pionus	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01259047.1	-	171	491	321	avi.39-psittaciformes	Avihepadnavirus	25	113	19	285	89	168	92.135	3.54	58	0	0
ehbv-avi.39-Amazona_vittata	39	ehbv-avi.39	Amazona_vittata	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	AV1	GCA_000332375.1_AV1_genomic.fna	KB261750.1	+	7949	8551	603	avi.39-psittaciformes	Avihepadnavirus	25	113	19	285	89	167	92.135	2.26	56	0	0
ehbv-avi.39-Amazona_aestiva	39	ehbv-avi.39	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01003209.1	+	200682	201285	604	avi.39-psittaciformes	Avihepadnavirus	25	113	19	285	89	166	91.011	1.16	55	0	0
ehbv-avi.39-Melopsittacus_undulatus	39	ehbv-avi.39	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_3.fa	JH556633	+	24595991	24596269	279	avi.39-psittaciformes	Avihepadnavirus	23	112	1	267	90	141	82.222	6.21	48	1	0
ehbv-avi.39-Psittacula_krameri	39	ehbv-avi.39	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01001981.1	+	23764	24360	597	avi.39-psittaciformes	Avihepadnavirus	49	112	597	406	64	109	84.375	1.54	33	0	0
ehbv-avi.39-Agapornis_roseicollis	39	ehbv-avi.39	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01000960.1	+	294222	294494	273	avi.39-psittaciformes	Avihepadnavirus	23	112	1	267	94	97.4	59.574	1.88	30	2	0
ehbv-avi.41-Psittacula_krameri	41	ehbv-avi.41	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01000090.1	-	1867140	1867577	438	avi.41-psittaciformes	Avihepadnavirus	2	138	25	435	137	250	89.781	9.83	90	0	0
ehbv-avi.41-Melopsittacus_undulatus	41	ehbv-avi.41	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_3.fa	JH556633	+	11006896	11007366	471	avi.41-psittaciformes	Avihepadnavirus	1	138	22	423	138	247	89.13	2.83	88	1	0
ehbv-avi.41-Agapornis_roseicollis	41	ehbv-avi.41	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01004212.1	+	45890	46282	393	avi.41-psittaciformes	Avihepadnavirus	8	137	1	390	130	212	79.231	8.23	75	0	0
ehbv-avi.41-Guaruba_guarouba	41	ehbv-avi.41	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010005916.1	-	13511	13957	447	avi.41-psittaciformes	Avihepadnavirus	10	137	4	387	128	209	80.469	1.55	73	0	0
ehbv-avi.41-Pionus_senilis	41	ehbv-avi.41	Pionus_senilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Pionus	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01230173.1	+	2	388	387	avi.41-psittaciformes	Avihepadnavirus	5	132	1	384	128	191	75.781	1.99	66	0	0
ehbv-avi.41-Ara_macao	41	ehbv-avi.41	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE104924.1	-	35555	35923	369	avi.41-psittaciformes	Avihepadnavirus	44	137	1	282	94	153	80.851	1.21	51	0	0
ehbv-avi.41-Amazona_vittata	41	ehbv-avi.41	Amazona_vittata	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	AV1	GCA_000332375.1_AV1_genomic.fna	KB275658.1	+	3555	3945	391	avi.41-psittaciformes	Avihepadnavirus	65	132	185	388	68	96.7	76.471	9.1	45	0	0
ehbv-avi.41-Amazona_aestiva	41	ehbv-avi.41	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01000138.1	+	48609	48995	387	avi.41-psittaciformes	Avihepadnavirus	65	132	184	387	68	95.1	75	9.48	42	0	0
ehbv-avi.42-Empidonax_traillii	42	ehbv-avi.42	Empidonax_traillii	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Tyrannidae	Empidonax	GCA_003031625	GCA_003031625.1_ASM303162v1_genomic.fna	PWAB01000229.1	-	1184345	1184869	525	avi.42-passeriformes	Avihepadnavirus	1	161	1	483	161	251	90.062	4.79	89	0	0
ehbv-avi.42-Pipra_filicauda	42	ehbv-avi.42	Pipra_filicauda	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Pipridae	Pipra	ASM394559v1	GCF_003945595.1_ASM394559v1_genomic.fna	NW_020893988.1	-	608876	609542	667	avi.42-passeriformes	Avihepadnavirus	1	96	1	288	96	144	87.5	2.48	68	0	0
ehbv-avi.42-Manacus_vitellinus	42	ehbv-avi.42	Manacus_vitellinus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Pipridae	Manacus	28/10/2011	Manacus_vitellinus.scaf.noBacterial.fa	scaffold129	+	3915593	3916056	464	avi.42-passeriformes	Avihepadnavirus	1	95	1	276	95	137	86.316	1.24	63	1	0
ehbv-avi.44-Antrostomus_carolinensis	44	ehbv-avi.44	Antrostomus_carolinensis	Aves	Neognathae	Neoaves	NULL	Strisores	Caprimulgiformes	Caprimulgidae	Caprimulgus	bgi_2011-10-28	Antrostomus_carolinensis.scaf.noBacterial.fa	scaffold6095	-	2257	2922	666	avi.44-antrostomus	Avihepadnavirus	1	187	61	624	188	372	99.468	1.14	135	1	0
ehbv-avi.44-Cuculus_canorus	44	ehbv-avi.44	Cuculus_canorus	Aves	Neognathae	Neoaves	NULL	Columbaves	Cuculiformes	Cuculidae	Cuculus	bgi_2011-10-28	Cuculus_canorus.scaf.noBacterial.fa	scaffold803	+	536936	537175	240	avi.44-antrostomus	Avihepadnavirus	82	161	1	240	80	65.1	51.25	3.72	17	0	0
ehbv-avi.44-Empidonax_traillii	44	ehbv-avi.44	Empidonax_traillii	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Passeriformes	Tyrannidae	Empidonax	GCA_003031625	GCA_003031625.1_ASM303162v1_genomic.fna	PWAB01000151.1	-	124933	125151	219	avi.44-antrostomus	Avihepadnavirus	31	76	79	216	46	62.8	60.87	1.82	16	0	0
ehbv-avi.45-Ara_macao	45	ehbv-avi.45	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE038446.1	+	1549	2001	453	avi.45-psittaciformes	Avihepadnavirus	1	114	1	342	114	240	100	8.54	86	0	0
ehbv-avi.45-Guaruba_guarouba	45	ehbv-avi.45	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010000638.1	+	82713857	82714309	453	avi.45-psittaciformes	Avihepadnavirus	1	114	1	342	114	238	99.123	6.09	85	0	0
ehbv-avi.45-Amazona_aestiva	45	ehbv-avi.45	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01002861.1	+	218566	219009	444	avi.45-psittaciformes	Avihepadnavirus	4	114	1	333	111	221	93.694	1.8	78	0	0
ehbv-avi.45-Melopsittacus_undulatus	45	ehbv-avi.45	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_1.fa	JH556469	+	526225	526557	333	avi.45-psittaciformes	Avihepadnavirus	6	114	4	330	109	192	84.404	7.5	68	0	0
ehbv-avi.45-Agapornis_roseicollis	45	ehbv-avi.45	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01011279.1	+	32809	33117	309	avi.45-psittaciformes	Avihepadnavirus	6	114	1	306	109	172	77.982	6.38	60	1	0
ehbv-avi.45-Ara_macao	45	ehbv-avi.45	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE074585.1	+	514	915	402	avi.45-psittaciformes	Avihepadnavirus	4	80	169	399	77	139	85.714	3.82	46	0	0
ehbv-avi.45-Amazona_vittata	45	ehbv-avi.45	Amazona_vittata	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	AV1	GCA_000332375.1_AV1_genomic.fna	AOCU01035501.1	+	2	295	294	avi.45-psittaciformes	Avihepadnavirus	54	114	1	183	61	120	90.164	2.58	39	0	0
ehbv-avi.45-Melopsittacus_undulatus	45	ehbv-avi.45	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_1.fa	JH556420	+	188032	188337	306	avi.45-psittaciformes	Avihepadnavirus	1	80	79	306	80	115	71.25	3.85	37	1	0
ehbv-avi.45-Melopsittacus_undulatus	45	ehbv-avi.45	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_1.fa	JH556564	+	2862601	2863125	525	avi.45-psittaciformes	Avihepadnavirus	10	84	292	525	78	111	67.949	1.28	34	1	0
ehbv-avi.45-Psittacula_krameri	45	ehbv-avi.45	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01000311.1	+	537359	537683	325	avi.45-psittaciformes	Avihepadnavirus	6	61	1	168	56	101	87.5	8.06	44	0	0
ehbv-avi.46-Psittacula_krameri	46	ehbv-avi.46	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01001029.1	+	712616	713038	423	avi.46-psittaciformes	Avihepadnavirus	27	116	82	351	90	194	100	1.68	67	0	0
ehbv-avi.46-Agapornis_roseicollis	46	ehbv-avi.46	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01010905.1	-	26715	26942	228	avi.46-psittaciformes	Avihepadnavirus	38	108	1	216	72	129	83.333	7.47	43	1	0
ehbv-avi.46-Nestor_notabilis	46	ehbv-avi.46	Nestor_notabilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Nestor	bgi_2011-10-28	Nestor_notabilis.scaf.noBacterial.fa	scaffold11426	-	79934	80293	360	avi.46-psittaciformes	Avihepadnavirus	38	119	49	291	82	117	71.951	1.3	37	1	0
ehbv-avi.46-Guaruba_guarouba	46	ehbv-avi.46	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010000638.1	+	41240401	41240583	183	avi.46-psittaciformes	Avihepadnavirus	61	119	1	177	59	112	86.441	9.57	37	0	0
ehbv-avi.46-Ara_macao	46	ehbv-avi.46	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE047159.1	+	4061	4243	183	avi.46-psittaciformes	Avihepadnavirus	61	119	1	177	59	111	84.746	3.6	36	0	0
ehbv-avi.46-Melopsittacus_undulatus	46	ehbv-avi.46	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_2.fa	JH556599	-	6814032	6814277	246	avi.46-psittaciformes	Avihepadnavirus	61	116	1	168	56	110	87.5	2.86	35	0	0
ehbv-avi.46-Amazona_vittata	46	ehbv-avi.46	Amazona_vittata	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	AV1	GCA_000332375.1_AV1_genomic.fna	KB247749.1	-	5663	5908	246	avi.46-psittaciformes	Avihepadnavirus	61	119	1	177	59	98.2	77.966	1.41	30	0	0
ehbv-avi.46-Amazona_aestiva	46	ehbv-avi.46	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01000736.1	-	1479347	1479592	246	avi.46-psittaciformes	Avihepadnavirus	61	119	1	177	59	98.2	77.966	1.41	30	0	0
ehbv-avi.46-Pionus_senilis	46	ehbv-avi.46	Pionus_senilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Pionus	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01047708.1	-	1517	1738	222	avi.46-psittaciformes	Avihepadnavirus	62	119	1	174	58	88.2	74.138	1.14	26	0	0
ehbv-avi.48-Podiceps_cristatus	48	ehbv-avi.48	Podiceps_cristatus	Aves	Neognathae	Neoaves	NULL	NULL	Podicipediformes	Podicipedidae	Podiceps	bgi_2011-10-28	Podiceps_cristatus.scaf.noBacterial.fa	scaffold6043	-	27935	29701	1767	avi.48-podiceps	Avihepadnavirus	62	284	186	854	223	430	100	0	1	0	0
ehbv-avi.48-Phalacrocorax_harrisi	48	ehbv-avi.48	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000296.1	+	3970527	3970763	237	avi.48-podiceps	Avihepadnavirus	111	189	1	237	79	136	73.418	4.11	42	0	0
ehbv-avi.48-Nannopterum_harrisi	48	ehbv-avi.48	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000296.1	+	3970527	3970763	237	avi.48-podiceps	Avihepadnavirus	111	189	1	237	79	136	73.418	4.11	42	0	0
ehbv-avi.48-Phalacrocorax_carbo	48	ehbv-avi.48	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold17438	-	22171	22407	237	avi.48-podiceps	Avihepadnavirus	111	189	1	237	79	135	72.152	1.27	41	0	0
ehbv-avi.48-Urile_pelagicus	48	ehbv-avi.48	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000834.1	+	229164	229298	135	avi.48-podiceps	Avihepadnavirus	111	155	1	135	45	73.9	71.111	2.56	20	0	0
ehbv-avi.48-Nannopterum_brasilianus	48	ehbv-avi.48	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01002628.1	+	16506	16640	135	avi.48-podiceps	Avihepadnavirus	111	155	1	135	45	70.9	66.667	3.9	19	0	0
ehbv-avi.49.1-Melopsittacus_undulatus	49	ehbv-avi.49.1	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_2.fa	JH556595	+	12033596	12034422	827	avi.49-psittaciformes	Avihepadnavirus	1	235	1	702	235	444	92.766	1.09	162	1	0
ehbv-avi.49.2-Psittacula_krameri	49	ehbv-avi.49.2	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01000912.1	-	406609	407289	681	avi.49-psittaciformes	Avihepadnavirus	1	227	1	681	227	418	91.189	2.85	153	0	0
ehbv-avi.49.3-Ara_macao	49	ehbv-avi.49.3	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	AOUJ01009767.1	+	5423	6055	633	avi.49-psittaciformes	Avihepadnavirus	1	212	1	633	212	366	87.264	8.56	133	1	0
ehbv-avi.49.4-Guaruba_guarouba	49	ehbv-avi.49.4	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010004601.1	-	22695	23330	636	avi.49-psittaciformes	Avihepadnavirus	13	227	1	636	215	360	85.581	1.79	130	2	0
ehbv-avi.49.5-Agapornis_roseicollis	49	ehbv-avi.49.5	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01013464.1	-	125415	126080	666	avi.49-psittaciformes	Avihepadnavirus	35	224	1	570	190	298	78.421	5.18	106	0	0
ehbv-avi.49.6-Amazona_aestiva	49	ehbv-avi.49.6	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01002567.1	-	3132569	3133231	663	avi.49-psittaciformes	Avihepadnavirus	2	198	73	663	197	289	74.112	3.19	102	0	0
ehbv-avi.49.7-Ara_macao	49	ehbv-avi.49.7	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	AOUJ01334779.1	-	1381	2091	711	avi.49-psittaciformes	Avihepadnavirus	2	224	1	657	223	286	70.404	6.61	101	2	0
ehbv-avi.49.8-Agapornis_roseicollis	49	ehbv-avi.49.8	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01001693.1	+	137171	137838	668	avi.49-psittaciformes	Avihepadnavirus	67	222	195	662	156	284	89.744	3.21	109	0	0
ehbv-avi.49.9-Guaruba_guarouba	49	ehbv-avi.49.9	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010008941.1	+	1929	2639	711	avi.49-psittaciformes	Avihepadnavirus	2	224	1	657	223	283	69.058	1.78	99	2	0
ehbv-avi.49.10-Ara_macao	49	ehbv-avi.49.10	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE026841.1	-	2716	3294	579	avi.49-psittaciformes	Avihepadnavirus	10	198	13	579	189	273	75.661	1.35	96	0	0
ehbv-avi.49.11-Guaruba_guarouba	49	ehbv-avi.49.11	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010000638.1	+	78167432	78167998	567	avi.49-psittaciformes	Avihepadnavirus	11	198	4	567	188	272	75	2.93	96	0	0
ehbv-avi.49.12-Melopsittacus_undulatus	49	ehbv-avi.49.12	Melopsittacus_undulatus	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittaculidae	Melopsittacus	goldenpath_melUnd1	melUnd1.fa_1.fa	JH556580	+	2851542	2855030	3489	avi.49-psittaciformes	Avihepadnavirus	2	166	1	498	166	267	78.313	1.98	84	1	0
ehbv-avi.49.13-Amazona_aestiva	49	ehbv-avi.49.13	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01003211.1	+	1375424	1377243	1820	avi.49-psittaciformes	Avihepadnavirus	25	171	1	438	147	245	85.034	6.18	80	1	0
ehbv-avi.49.14-Amazona_vittata	49	ehbv-avi.49.14	Amazona_vittata	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	AV1	GCA_000332375.1_AV1_genomic.fna	KB257234.1	-	324	737	414	avi.49-psittaciformes	Avihepadnavirus	2	139	1	414	138	226	79.71	6.03	79	0	0
ehbv-avi.49.15-Pionus_senilis	49	ehbv-avi.49.15	Pionus_senilis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Pionus	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01000716.1	+	5155	5568	414	avi.49-psittaciformes	Avihepadnavirus	2	139	1	414	138	226	79.71	5	79	0	0
ehbv-avi.49.16-Guaruba_guarouba	49	ehbv-avi.49.16	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010006378.1	+	119223908	119224321	414	avi.49-psittaciformes	Avihepadnavirus	2	139	1	414	138	226	77.536	9.23	79	0	0
ehbv-avi.49.17-Amazona_aestiva	49	ehbv-avi.49.17	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01001958.1	-	801864	802277	414	avi.49-psittaciformes	Avihepadnavirus	2	139	1	414	138	224	78.261	3.01	78	0	0
ehbv-avi.49.18-Amazona_aestiva	49	ehbv-avi.49.18	Amazona_aestiva	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Amazona	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01002945.1	-	1103758	1104243	486	avi.49-psittaciformes	Avihepadnavirus	2	139	70	486	139	224	78.417	1.9	77	1	0
ehbv-avi.49.19-Psittacula_krameri	49	ehbv-avi.49.19	Psittacula_krameri	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Psittacula	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01000601.1	+	247018	247503	486	avi.49-psittaciformes	Avihepadnavirus	2	139	73	486	138	223	79.71	2.75	77	0	0
ehbv-avi.49.20-Ara_macao	49	ehbv-avi.49.20	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE101519.1	+	7377	7787	411	avi.49-psittaciformes	Avihepadnavirus	2	139	1	411	138	219	78.261	2.98	76	1	0
ehbv-avi.49.21-Ara_macao	49	ehbv-avi.49.21	Ara_macao	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Ara	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE091996.1	+	3303	3722	420	avi.49-psittaciformes	Avihepadnavirus	2	139	4	420	139	218	76.978	1.44	75	1	0
ehbv-avi.49.22-Guaruba_guarouba	49	ehbv-avi.49.22	Guaruba_guarouba	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Guaruba	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010006378.1	-	326521894	326522313	420	avi.49-psittaciformes	Avihepadnavirus	2	139	4	420	139	215	76.259	2.05	74	1	0
ehbv-avi.49.23-Agapornis_roseicollis	49	ehbv-avi.49.23	Agapornis_roseicollis	Aves	Neognathae	Neoaves	Inopaves	Australiaves	Psittaciformes	Psittacidae	Agapornis	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01009325.1	-	19308	19724	417	avi.49-psittaciformes	Avihepadnavirus	2	139	1	417	139	212	74.101	3.4	73	1	0
